GSE63577_BJ_transcripts,GSE63577_IMR90_transcripts,voic_epithelia_sen_transcripts,GSE63577_HFF_transcripts,GSE105951_PD78_transcripts,GSE130727_IMR90_transcripts,GSE130727_WI38_transcripts,GSE64553_MRC5_transcripts,GSE109700_early_sen_transcripts,GSE109700_deep_sen_transcripts,GSE64553_HFF_transcripts,GSE63577_MRC5_transcripts,GSE63577_WI38_transcripts
ENST00000463839 - ITM2B,ENST00000411827 - CDC42,,ENST00000367173 - NFASC,ENST00000556525 - MNAT1,ENST00000492412 - SLC16A4,ENST00000527502 - NSD3,ENST00000449938 - USP36,ENST00000544760 - KDM5A,ENST00000539493 - RAB3GAP1,ENST00000448312 - LDHAP3,ENST00000477798 - PDCD6IP,ENST00000560155 - IPO4
ENST00000510461 - FNIP1,ENST00000540535 - DIABLO,,ENST00000424234 - ACTN4,ENST00000527809 - RGS4,ENST00000449864 - HDLBP,ENST00000401861 - CHRM2,ENST00000535388 - ANGEL2,ENST00000395711 - SDAD1,ENST00000604604 - MORC4,ENST00000509016 - ANXA5,ENST00000413021 - PLA2G15,ENST00000428746 - RAI14
ENST00000264169 - ORC4,ENST00000558072 - TPM1,,ENST00000522655 - ZHX1,ENST00000523666 - DCTN6,ENST00000556813 - PSMC6,ENST00000628876 - SIDT2,ENST00000369234 - GFRA1,ENST00000636705 - CLN5,ENST00000393417 - MDM2,ENST00000450115 - TP53BP1,ENST00000468770 - SNRPD3,ENST00000535872 - LAMTOR1
ENST00000588025 - FARSA,ENST00000507564 - IFT122,,ENST00000536961 - CINP,ENST00000474515 - KIAA0930,ENST00000437503 - PLCB4,ENST00000426517 - DNAJB4,ENST00000420794 - missing,ENST00000545132 - ZYG11B,ENST00000264183 - ARID4B,ENST00000372686 - SET,ENST00000614349 - missing,ENST00000545225 - PSME3
ENST00000431469 - SART3,ENST00000497846 - ADAM10,,ENST00000512619 - GLRB,ENST00000530872 - IFT46,ENST00000551923 - PUS7L,ENST00000551858 - NAA25,ENST00000530786 - BDNF,ENST00000555557 - SRP54,ENST00000438709 - ANKRD36B,ENST00000580423 - NT5C,ENST00000537508 - SLC3A2,ENST00000525291 - SDHD
ENST00000505223 - LARS1,ENST00000540914 - RIPOR2,,ENST00000497846 - ADAM10,ENST00000522439 - POLR2K,ENST00000334567 - TMEM212,ENST00000481260 - RAPGEF1,ENST00000356660 - BDNF,ENST00000525970 - CSDE1,ENST00000615513 - CDKN1A,ENST00000506474 - WDR41,ENST00000558464 - ABHD17C,ENST00000522446 - LOXL2
ENST00000619306 - PTGS1,ENST00000461482 - TFPI2,,ENST00000629362 - COBLL1,ENST00000405269 - SLC8A1,ENST00000389506 - KMT2A,ENST00000568642 - VPS35,ENST00000524074 - PFDN1,ENST00000521597 - TNFRSF11B,ENST00000542056 - GPRC5A,ENST00000354497 - RTN3,ENST00000542324 - CS,ENST00000558376 - RABGGTA
ENST00000525488 - ARHGAP1,ENST00000524652 - CSDE1,,ENST00000507780 - FGF5,ENST00000263556 - P4HA1,ENST00000352445 - TOR3A,ENST00000410057 - ACVR1,ENST00000529770 - ATP5MG,ENST00000341627 - TNFRSF12A,ENST00000534746 - RRAS2,ENST00000637323 - KIFBP,ENST00000570012 - MBTPS1,ENST00000605714 - MARK2P16
ENST00000483936 - PGD,ENST00000518582 - STK3,,ENST00000591077 - ADAMTSL5,ENST00000523619 - PSD3,ENST00000577411 - NFE2L1,ENST00000556580 - NGDN,ENST00000588328 - PEPD,ENST00000447177 - BACH1,ENST00000545132 - ZYG11B,ENST00000426713 - MTLN,ENST00000444861 - EIF4G1,ENST00000287020 - GDF6
ENST00000395673 - EXT2,ENST00000627032 - GLG1,,ENST00000476545 - RPS24,ENST00000370155 - SLC35A3,ENST00000273342 - COL8A1,ENST00000379448 - ZNF827,ENST00000579445 - MPDU1,ENST00000347699 - MAP4K4,ENST00000545328 - SEC23A,ENST00000548076 - COPZ1,ENST00000425542 - LGALS1,ENST00000637626 - PIGA
ENST00000621756 - TICAM1,ENST00000507026 - NDUFS4,,ENST00000558656 - ISL2,ENST00000589528 - ACTN4,ENST00000419121 - BSDC1,ENST00000570023 - VPS39,ENST00000429550 - BCAP31,ENST00000334223 - DNAJB14,ENST00000538786 - ATL3,ENST00000537782 - SDHAF2,ENST00000479499 - LAMC1,ENST00000403549 - PRELID1P1
ENST00000359415 - ARCN1,ENST00000438826 - TVP23C,,ENST00000434954 - CCDC14,ENST00000494614 - DCBLD2,ENST00000550756 - OLA1P3,ENST00000396535 - SHC4,ENST00000398603 - GSTP1,ENST00000614079 - ARHGAP35,ENST00000504108 - KLHL5,ENST00000469360 - IPO5,ENST00000589322 - SLC14A1,ENST00000528865 - CSTF3
ENST00000462391 - NPM3,ENST00000463839 - ITM2B,,ENST00000617752 - missing,ENST00000491632 - ARID4B,ENST00000396629 - SCFD1,ENST00000524176 - MYBL1,ENST00000551104 - PCBP2,ENST00000515641 - ANKRD50,ENST00000359079 - SGMS2,ENST00000593215 - HSD17B1,ENST00000580189 - SLC16A3,ENST00000461704 - GALNT5
ENST00000474715 - YWHAQ,ENST00000493692 - GORASP2,,ENST00000568288 - UBE2I,ENST00000627982 - ZNF302,ENST00000527808 - BIRC2,ENST00000588323 - VPS4B,ENST00000360490 - MME,ENST00000339360 - RAP1GDS1,ENST00000439062 - IL1RAP,ENST00000512921 - PI4K2B,ENST00000496153 - BUD23,ENST00000628224 - DCTN1
ENST00000592338 - CNN1,ENST00000322886 - E2F7,,ENST00000569239 - ORC6,ENST00000419177 - GOLGA4,ENST00000574594 - HMOX2,ENST00000434918 - DPP4,ENST00000621890 - YTHDF3,ENST00000552516 - TGFBR1,ENST00000536159 - CITED2,ENST00000521590 - SDC2,ENST00000402939 - MAGI1,ENST00000603371 - nan
ENST00000416957 - FNDC3B,ENST00000376263 - HNRNPK,,ENST00000588661 - NARS1,ENST00000539743 - CPT1A,ENST00000522566 - FZD6,ENST00000394083 - GAPVD1,ENST00000534700 - PDXDC2P,ENST00000564317 - CDH11,ENST00000550253 - TGFBR1,ENST00000456820 - IST1,ENST00000543675 - RNF10,ENST00000493278 - CALU
ENST00000597058 - PSG1,ENST00000587094 - missing,,ENST00000530354 - nan,ENST00000586988 - DNMT1,ENST00000552760 - PWP1,ENST00000546606 - ZFC3H1,ENST00000563732 - PPP4C,ENST00000263339 - IL1A,ENST00000518281 - TNKS,ENST00000360490 - MME,ENST00000419147 - CROT,ENST00000582126 - KPNB1
ENST00000606826 - CSNK1A1,ENST00000282943 - ADGRA3,,ENST00000494950 - PLOD2,ENST00000587488 - FARSA,ENST00000509451 - EVC,ENST00000439637 - ADAM10,ENST00000271883 - GON4L,ENST00000392981 - XRN1,ENST00000558745 - TSPAN3,ENST00000449038 - PLOD1,ENST00000415482 - PTPN12,ENST00000447673 - SLC35F5
ENST00000440613 - CDC123,ENST00000529303 - PAMR1,,ENST00000368221 - CRABP2,ENST00000617528 - MSANTD4,ENST00000426524 - KAT6A,ENST00000342555 - ZNF207,ENST00000458161 - MEST,ENST00000483110 - missing,ENST00000565803 - CHD9,ENST00000555557 - SRP54,ENST00000568090 - HSD17B2,ENST00000443638 - TM9SF3
ENST00000554778 - FRMD6,ENST00000527762 - SC5D,,ENST00000435026 - ATXN10,ENST00000347359 - STOM,ENST00000528398 - PICALM,ENST00000514973 - OTUD4,ENST00000419654 - SEC24D,ENST00000492552 - NR1D2,ENST00000510191 - LARS1,ENST00000427993 - SLC35A3,ENST00000509016 - ANXA5,ENST00000372686 - SET
ENST00000426972 - DDAH1,ENST00000542678 - ABCB9,,ENST00000592619 - VMP1,ENST00000522542 - YWHAZ,ENST00000546231 - ERC1,ENST00000550322 - SART3,ENST00000536999 - missing,ENST00000366581 - HEATR1,ENST00000629362 - COBLL1,ENST00000392339 - SLC16A3,ENST00000404377 - TNFSF18,ENST00000636251 - ATP6AP2
ENST00000591230 - ZNF532,ENST00000579014 - LAMA1,,ENST00000474000 - COL16A1,ENST00000579889 - NFE2L1,ENST00000587166 - SSC5D,ENST00000518678 - TRAM1,ENST00000502401 - SEPTIN11,ENST00000504734 - CANX,ENST00000382543 - AFAP1,ENST00000502803 - ABCE1,ENST00000489468 - IAH1,ENST00000428900 - MPP4
ENST00000528879 - INTS11,ENST00000582844 - CSNK1D,,ENST00000574018 - NXN,ENST00000424614 - OPTN,ENST00000432949 - NBPF1,ENST00000464360 - PDCD10,ENST00000409465 - STAT1,ENST00000503773 - IL6ST,ENST00000627726 - MAP4K4,ENST00000519064 - YIPF5,ENST00000400473 - CABLES1,ENST00000556360 - PCNX4
ENST00000503997 - NDUFC1,ENST00000484547 - RABGEF1,,ENST00000367740 - VAMP4,ENST00000565868 - ITGA11,ENST00000427993 - SLC35A3,ENST00000439706 - SLC38A1,ENST00000567951 - GLG1,ENST00000407246 - SCP2,ENST00000342951 - PSG5,ENST00000473598 - LMNA,ENST00000527316 - DHCR7,ENST00000455111 - GPC1
ENST00000567262 - RBMX,ENST00000595185 - MED25,,ENST00000545561 - HPS5,ENST00000423703 - ING4,ENST00000517951 - ADAM19,ENST00000591782 - VMP1,ENST00000594198 - EMP3,ENST00000627726 - MAP4K4,ENST00000467322 - ZBTB41,ENST00000542502 - MDM2,ENST00000550296 - RPLP0,ENST00000395673 - EXT2
ENST00000416081 - ITPRID2,ENST00000546837 - nan,,ENST00000470646 - RPL23,ENST00000493826 - ATP11B,ENST00000429383 - TBC1D5,ENST00000369968 - CLCC1,ENST00000444829 - HGF,ENST00000552240 - PRICKLE1,ENST00000555616 - ACTN1,ENST00000548162 - MMP14,ENST00000419534 - ARL8B,ENST00000551951 - nan
ENST00000589550 - PIK3C3,ENST00000374990 - TGFBR1,,ENST00000562901 - HACD3,ENST00000529294 - DCUN1D5,ENST00000481846 - SLMAP,ENST00000380782 - MID1,ENST00000463427 - TMEM87B,ENST00000627328 - missing,ENST00000447428 - SERPINB7,ENST00000509409 - TPM3,ENST00000465376 - JAK1,ENST00000490032 - HMGN1
ENST00000437146 - GNB1,ENST00000356688 - SEPTIN10,,ENST00000465297 - AOX1,ENST00000506495 - SEC31A,ENST00000586541 - PRKAR1A,ENST00000402054 - ATL2,ENST00000419534 - ARL8B,ENST00000619321 - SLC16A3,ENST00000474715 - YWHAQ,ENST00000416991 - PDK1,ENST00000419526 - ACVRL1,ENST00000355196 - SEC31A
ENST00000539084 - NCAPD2,ENST00000506180 - CTBP1,,ENST00000260702 - LOXL4,ENST00000490846 - ANKRD13C,ENST00000636196 - ATP6AP2,ENST00000377083 - KIF1B,ENST00000505239 - MANBA,ENST00000543445 - LDHA,ENST00000407246 - SCP2,ENST00000618702 - SEC22B2P,ENST00000596652 - ZNF544,ENST00000564751 - CD276
ENST00000359161 - RFX2,ENST00000274327 - TRIM23,,ENST00000395634 - NREP,ENST00000556257 - MLH3,ENST00000588826 - RAD23A,ENST00000394679 - ZNF207,ENST00000538903 - RAB35,ENST00000360304 - MYLK,ENST00000560721 - ZEB1,ENST00000497665 - METTL2B,ENST00000590246 - SLC14A1,ENST00000588993 - ZNF260
ENST00000406053 - ASB3,ENST00000480737 - FN1,,ENST00000587945 - VMP1,ENST00000444541 - MTMR2,ENST00000563732 - PPP4C,ENST00000417292 - SSB,ENST00000352818 - CD44,ENST00000371848 - WDR44,ENST00000389044 - TRIP12,ENST00000389118 - RANBP17,ENST00000560854 - PEAK1,ENST00000542502 - MDM2
ENST00000434713 - STAG1,ENST00000540990 - CACNB3,,ENST00000523519 - G3BP1,ENST00000475072 - SON,ENST00000332324 - DGAT1,ENST00000488275 - ZMYND11,ENST00000357244 - RC3H2,ENST00000305766 - PHACTR2,ENST00000520973 - TACC1,ENST00000469971 - TMEM182,ENST00000551813 - TMEM263,ENST00000546837 - nan
ENST00000379237 - USP6NL,ENST00000514888 - PAICS,,ENST00000507026 - NDUFS4,ENST00000542058 - GNS,ENST00000537006 - ENC1,ENST00000452839 - CCNT2,ENST00000491066 - PLXNA3,ENST00000436461 - CALD1,ENST00000610907 - PABPC1,ENST00000522655 - ZHX1,ENST00000618471 - ACAP2,ENST00000548868 - SCRN3
ENST00000635193 - COL11A1,ENST00000614998 - PER3,,ENST00000467084 - MRPS24,ENST00000543704 - M6PR,ENST00000508914 - PDE5A,ENST00000478791 - DPPA4,ENST00000555812 - EML1,ENST00000518867 - MGAT4B,ENST00000558964 - NEO1,ENST00000551369 - RBMS2,ENST00000524176 - MYBL1,ENST00000618771 - TRAF4
ENST00000393896 - ACLY,ENST00000530826 - AK5,,ENST00000509537 - FAT1,ENST00000489603 - LRRFIP1,ENST00000613674 - PPIP5K2,ENST00000621961 - PCDH7,ENST00000560854 - PEAK1,ENST00000420512 - CERCAM,ENST00000556813 - PSMC6,ENST00000502401 - SEPTIN11,ENST00000611074 - RAVER1,ENST00000518455 - STC2
ENST00000469615 - PPCS,ENST00000434927 - RBM39,,ENST00000503439 - ANAPC13,ENST00000550865 - OSBPL8,ENST00000260356 - THBS1,ENST00000475640 - PARP14,ENST00000447673 - SLC35F5,ENST00000507400 - TUSC3,ENST00000559556 - TPM1,ENST00000506469 - YIPF3,ENST00000505223 - LARS1,ENST00000401075 - nan
ENST00000506474 - WDR41,ENST00000525528 - BDNF,,ENST00000545243 - RIC1,ENST00000513814 - ARSK,ENST00000492552 - NR1D2,ENST00000502671 - PLK2,ENST00000508810 - TXNDC15,ENST00000524792 - ATM,ENST00000409923 - HYCC1,ENST00000525996 - RPS6KB2,ENST00000392832 - VEPH1,ENST00000368058 - MED23
ENST00000526019 - L3MBTL3,ENST00000524536 - USP33,,ENST00000591728 - ATP8B1,ENST00000563664 - AMFR,ENST00000543704 - M6PR,ENST00000491205 - CLIC2,ENST00000601649 - AP2S1,ENST00000377803 - H4C3,ENST00000509867 - ANKRD17,ENST00000523768 - TNPO1,ENST00000613627 - BSG,ENST00000521364 - CSNK1G3
ENST00000614079 - ARHGAP35,ENST00000459834 - PSPH,,ENST00000567078 - nan,ENST00000511080 - FBXO38,ENST00000529046 - CSDE1,ENST00000457004 - MLH1,ENST00000463959 - MTR,ENST00000538786 - ATL3,ENST00000415807 - FNDC3B,ENST00000637626 - PIGA,ENST00000397954 - missing,ENST00000536256 - ABCC4
ENST00000549283 - ARL1,ENST00000344507 - missing,,ENST00000593029 - UQCR11,ENST00000476527 - RBSN,ENST00000468352 - GLS,ENST00000451956 - GNAI2,ENST00000628876 - SIDT2,ENST00000520770 - LRP12,ENST00000520349 - LOXL2,ENST00000569857 - PKM,ENST00000561171 - MORF4L1,ENST00000531493 - FOSL1
ENST00000369792 - missing,ENST00000418373 - PDLIM4,,ENST00000591660 - ATP5F1D,ENST00000344271 - STX2,ENST00000486667 - SRSF11,ENST00000433542 - CCDC14,ENST00000372686 - SET,ENST00000628517 - BCLAF1,ENST00000612790 - BCAT1,ENST00000546845 - MYL6,ENST00000527809 - RGS4,ENST00000481024 - GK
ENST00000526063 - RRAS2,ENST00000598709 - ILVBL,,ENST00000485629 - METTL13,ENST00000556985 - JKAMP,ENST00000506857 - KIF2A,ENST00000495451 - H6PD,ENST00000430190 - HIGD1A,ENST00000509867 - ANKRD17,ENST00000567934 - CDH11,ENST00000538107 - MFAP5,ENST00000489960 - TPRA1,ENST00000533044 - GRINA
ENST00000435026 - ATXN10,ENST00000546796 - TMBIM6,,ENST00000379010 - REXO1L1P,ENST00000485337 - GOLGA1,ENST00000373711 - CDKN1A,ENST00000589550 - PIK3C3,ENST00000631641 - DDX3X,ENST00000474953 - ARID4B,ENST00000369250 - FHIP2A,ENST00000586827 - FLOT2,ENST00000519678 - ASPH,ENST00000505993 - ATG12
ENST00000440541 - KCTD10,ENST00000612350 - PTCHD3P1,,ENST00000565445 - AMFR,ENST00000547171 - WASHC4,ENST00000483583 - missing,ENST00000556695 - WARS1,ENST00000495004 - PDIA5,ENST00000371121 - SMARCA1,ENST00000274327 - TRIM23,ENST00000372807 - ODF2,ENST00000533305 - LMO7,ENST00000457377 - SLC4A7
ENST00000444338 - IDH3G,ENST00000376545 - ABCF1,,ENST00000463932 - D2HGDH,ENST00000590447 - SLC16A2,ENST00000536702 - CUL3,ENST00000412043 - KRIT1,ENST00000441497 - ECT2,ENST00000418678 - ATP11A,ENST00000537058 - CADM1,ENST00000411739 - NEDD1,ENST00000561951 - BBS2,ENST00000580353 - MYL12A
ENST00000294613 - TM2D1,ENST00000374630 - EPHB2,,ENST00000517402 - HOXA11,ENST00000481988 - SRPX2,ENST00000508335 - nan,ENST00000519367 - CHCHD7,ENST00000421258 - TFRC,ENST00000543464 - CPD,ENST00000392348 - BCLAF1,ENST00000467641 - CUL4B,ENST00000462391 - NPM3,ENST00000414062 - ATP5MF
ENST00000457029 - FARP1,ENST00000485959 - MTIF3,,ENST00000527379 - FADS3,ENST00000489691 - GNL3L,ENST00000631182 - SCN2A,ENST00000550186 - GIT2,ENST00000504676 - CSNK1A1,ENST00000356249 - CEMIP,ENST00000532993 - ARHGEF12,ENST00000464016 - PIK3R2,ENST00000422767 - TXNDC9,ENST00000541170 - LUC7L2
ENST00000477274 - IRAK1,ENST00000436791 - MFF,,ENST00000406711 - CEBPZOS,ENST00000418629 - TMEM131,ENST00000472416 - RND3,ENST00000531427 - CUL5,ENST00000506114 - SEMA6A,ENST00000274341 - HAPLN1,ENST00000377499 - LMO7,ENST00000563504 - MPHOSPH6,ENST00000403380 - PSG1,ENST00000615266 - ALG8
ENST00000523519 - G3BP1,ENST00000389131 - LOXL2,,ENST00000417068 - ADIPOR1,ENST00000465289 - SLC35A3,ENST00000476791 - SPTLC3,ENST00000570939 - CREBBP,ENST00000518980 - MGAT4B,ENST00000377499 - LMO7,ENST00000347359 - STOM,ENST00000493692 - GORASP2,ENST00000468925 - SF3B1,ENST00000462802 - CUTA
ENST00000556616 - PRMT5,ENST00000457377 - SLC4A7,,ENST00000494274 - RBM39,ENST00000446617 - SAMD9,ENST00000431889 - SMARCE1,ENST00000511155 - XPC,ENST00000599040 - FARP1,ENST00000552270 - ALDH1L2,ENST00000555557 - SRP54,ENST00000454202 - RND3,ENST00000521591 - TNIP1,ENST00000373710 - SERINC2
ENST00000476359 - NLGN4Y,ENST00000628793 - CALM2,,ENST00000358361 - GRIK2,ENST00000637974 - CBL,ENST00000475220 - FKBP9,ENST00000452898 - RASA2,ENST00000510305 - PCDH18,ENST00000371697 - ANKRD1,ENST00000542815 - ZEB1,ENST00000546670 - DCTN2,ENST00000623761 - GPS1,ENST00000506357 - SGCB
ENST00000591660 - ATP5F1D,ENST00000515641 - ANKRD50,,ENST00000411857 - HNRNPA1P54,ENST00000553026 - CAPRIN2,ENST00000394384 - AAAS,ENST00000465763 - ZNF148,ENST00000525658 - RELA,ENST00000356253 - CACNA2D1,ENST00000423035 - PGAP1,ENST00000430190 - HIGD1A,ENST00000414812 - PCYOX1,ENST00000490242 - ITGBL1
ENST00000409473 - PPM1B,ENST00000470646 - RPL23,,ENST00000550834 - DDX23,ENST00000562046 - CNOT1,ENST00000400202 - NRIP1,ENST00000528786 - MED17,ENST00000494812 - TFDP1,ENST00000450955 - DLG1,ENST00000507711 - FRYL,ENST00000551720 - CNPY2,ENST00000566883 - NOMO1,ENST00000560553 - MFGE8
ENST00000519836 - MGAT4B,ENST00000614327 - HSP90B1,,ENST00000528879 - INTS11,ENST00000539493 - RAB3GAP1,ENST00000449297 - DST,ENST00000439422 - PRDX4,ENST00000454579 - ITPRID2,ENST00000545588 - missing,ENST00000621814 - CCDC88A,ENST00000415482 - PTPN12,ENST00000409539 - INMT,ENST00000366858 - CNIH4
ENST00000419654 - SEC24D,ENST00000456662 - DDX39B,,ENST00000517334 - ZDHHC2,ENST00000463074 - EIF4E2,ENST00000519186 - TM2D2,ENST00000467322 - ZBTB41,ENST00000444338 - IDH3G,ENST00000478971 - PTGIS,ENST00000513834 - WWC2,ENST00000573029 - RSL1D1,ENST00000569548 - DOK4,ENST00000523295 - GSR
ENST00000543500 - MTRNR2L3,ENST00000356825 - SMAD2,,ENST00000567738 - AMFR,ENST00000480895 - LZTR1,ENST00000533999 - LAYN,ENST00000618970 - PDCD6,ENST00000608657 - ITGB5,ENST00000367194 - KISS1,ENST00000371121 - SMARCA1,ENST00000508814 - ATG10,ENST00000421126 - AP1B1,ENST00000590382 - SLC44A2
ENST00000524176 - MYBL1,ENST00000539652 - nan,,ENST00000556347 - nan,ENST00000394890 - P4HA1,ENST00000337363 - CCDC68,ENST00000466224 - GON4L,ENST00000592338 - CNN1,ENST00000428848 - CDH13,ENST00000553556 - FRMD6,ENST00000336592 - CUL4B,ENST00000509975 - PLRG1,ENST00000424320 - SGIP1
ENST00000621890 - YTHDF3,ENST00000585442 - PIN1,,ENST00000509409 - TPM3,ENST00000513939 - GCLC,ENST00000491125 - UQCC1,ENST00000628281 - PIGU,ENST00000472891 - MINPP1,ENST00000521364 - CSNK1G3,ENST00000371848 - WDR44,ENST00000382927 - ME2,ENST00000498340 - FAM98A,ENST00000355422 - GFRA1
ENST00000264205 - ECE1,ENST00000396050 - EDA2R,,ENST00000432467 - NSDHL,ENST00000509857 - TRAPPC11,ENST00000525162 - PICALM,ENST00000560624 - DCP1A,ENST00000503016 - OCIAD1,ENST00000222482 - CPA4,ENST00000440354 - RIN2,ENST00000529303 - PAMR1,ENST00000367352 - ZNF281,ENST00000581041 - TLK2
ENST00000509016 - ANXA5,ENST00000528097 - TALDO1,,ENST00000489941 - LMO7,ENST00000439274 - APP,ENST00000418742 - GNAI1,ENST00000620426 - GON4L,ENST00000587945 - VMP1,ENST00000583389 - EIF4A1,ENST00000552516 - TGFBR1,ENST00000620821 - NBPF20,ENST00000536657 - WASF2,ENST00000512044 - DLC1
ENST00000571198 - ZC3H7A,ENST00000373698 - PTGS1,,ENST00000483367 - ARHGAP18,ENST00000513284 - RNF4,ENST00000502886 - ADAMTS6,ENST00000611931 - NBPF19,ENST00000439681 - UBR3,ENST00000513710 - WDR36,ENST00000429383 - TBC1D5,ENST00000455111 - GPC1,ENST00000558132 - ANXA2,ENST00000376566 - PQBP1
ENST00000595404 - PSG9,ENST00000546897 - KRT8,,ENST00000589189 - GALNT1,ENST00000634931 - SMARCA2,ENST00000490236 - RAB18,ENST00000434835 - MSL2,ENST00000496427 - CHCHD3,ENST00000523950 - VEGFA,ENST00000539826 - ARHGAP5,ENST00000465245 - TRA2B,ENST00000523149 - EXTL3,ENST00000393929 - CCNG1
ENST00000367194 - KISS1,ENST00000593029 - UQCR11,,ENST00000431412 - P3H1,ENST00000457444 - PSMA2,ENST00000515295 - POLK,ENST00000512212 - CD164,ENST00000389869 - NIN,ENST00000539826 - ARHGAP5,ENST00000366175 - PSG5,ENST00000528906 - PSMD13,ENST00000542507 - YTHDF2,ENST00000475049 - SDHB
ENST00000534762 - BCLAF1,ENST00000512040 - MATR3,,ENST00000585313 - IFT20,ENST00000543908 - NMT1,ENST00000417431 - CAPZA2,ENST00000635729 - ARHGEF9,ENST00000560165 - ANXA2,ENST00000493591 - HK1,ENST00000475181 - CCDC80,ENST00000450955 - DLG1,ENST00000438490 - RALGAPB,ENST00000224756 - CCSER2
ENST00000494077 - RPS10-NUDT3,ENST00000590263 - AP1M1,,ENST00000366576 - MTR,ENST00000523768 - TNPO1,ENST00000551406 - PPHLN1,ENST00000520226 - DLC1,ENST00000478348 - S100A10,ENST00000541973 - RAB6A,ENST00000492412 - SLC16A4,ENST00000534843 - APOLD1,ENST00000563234 - ARL2BP,ENST00000422329 - MAN1A2
ENST00000373904 - PSMD5,ENST00000434835 - MSL2,,ENST00000347624 - LRRC15,ENST00000475134 - TBC1D23,ENST00000572748 - ZNF263,ENST00000589432 - ACAA2,ENST00000520596 - TRPA1,ENST00000523768 - TNPO1,ENST00000513807 - SLC25A46,ENST00000623123 - nan,ENST00000611659 - TPM3,ENST00000433835 - nan
ENST00000492134 - SLC38A11,ENST00000611185 - RNF145,,ENST00000518977 - TNIP1,ENST00000472588 - PAXBP1,ENST00000591686 - FBXO46,ENST00000456504 - MCTP2,ENST00000613960 - missing,ENST00000440021 - FBXO34,ENST00000543445 - LDHA,ENST00000540482 - SLC12A9,ENST00000369234 - GFRA1,ENST00000541779 - LPAR1
ENST00000587094 - missing,ENST00000608657 - ITGB5,,ENST00000429550 - BCAP31,ENST00000465524 - NUCB1,ENST00000493613 - NUDCD3,ENST00000485027 - KPNA1,ENST00000462745 - MME,ENST00000409923 - HYCC1,ENST00000424408 - LAMA4,ENST00000514458 - LMAN2,ENST00000528176 - EFEMP2,ENST00000487220 - CHAC1
ENST00000524439 - C11orf58,ENST00000489060 - TMEM45A,,ENST00000628793 - CALM2,ENST00000319685 - TMTC1,ENST00000344359 - RBL1,ENST00000391845 - AKT2,ENST00000554304 - SLC38A6,ENST00000503014 - ETF1,ENST00000381232 - SIPA1L1,ENST00000443638 - TM9SF3,ENST00000638046 - ATP6AP2,ENST00000514464 - BACE1
ENST00000391588 - KRTAP3-1,ENST00000565445 - AMFR,,ENST00000513881 - SNX24,ENST00000554284 - NID2,ENST00000425128 - SLC4A7,ENST00000616844 - FOXN2,ENST00000424884 - SYN2,ENST00000557785 - MEF2A,ENST00000367173 - NFASC,ENST00000470204 - SLC35F5,ENST00000460469 - NMD3,ENST00000489941 - LMO7
ENST00000528176 - EFEMP2,ENST00000556969 - TMED10,,ENST00000389131 - LOXL2,ENST00000540837 - M6PR,ENST00000476570 - CCDC122,ENST00000469707 - MBNL2,ENST00000538577 - SLC35B2,ENST00000436783 - ATP6AP2,ENST00000395673 - EXT2,ENST00000489805 - TFAP2A,ENST00000260184 - missing,ENST00000579014 - LAMA1
ENST00000582155 - NFE2L1,ENST00000533701 - SRP14P2,,ENST00000625583 - TRPC4,ENST00000372714 - KAT6B,ENST00000540914 - RIPOR2,ENST00000617010 - NBPF10,ENST00000555394 - NUMB,ENST00000532993 - ARHGEF12,ENST00000468623 - GNB4,ENST00000539951 - EIF2B1,ENST00000531455 - ADAM15,ENST00000546254 - PRB1
ENST00000528439 - RPS3,ENST00000478348 - S100A10,,ENST00000533892 - SYTL2,ENST00000426059 - FN1,ENST00000536056 - ZNF264,ENST00000638046 - ATP6AP2,ENST00000395569 - MDK,ENST00000498699 - PHLDB2,ENST00000222482 - CPA4,ENST00000602662 - NBL1,ENST00000461482 - TFPI2,ENST00000395720 - ANKDD1A
ENST00000504248 - MAN2B2,ENST00000380058 - GTPBP10,,ENST00000493720 - UBA5,ENST00000473537 - BZW1P2,ENST00000494517 - GOLGB1,ENST00000463013 - KDM3A,ENST00000393043 - CLTC,ENST00000510978 - HAPLN1,ENST00000513710 - WDR36,ENST00000520982 - BMP1,ENST00000508810 - TXNDC15,ENST00000587094 - missing
ENST00000409933 - AFTPH,ENST00000523519 - G3BP1,,ENST00000573029 - RSL1D1,ENST00000372879 - TOMM7,ENST00000536859 - SERINC2,ENST00000488983 - KLHL20,ENST00000510930 - PPWD1,ENST00000510191 - LARS1,ENST00000528673 - ZC3H12C,ENST00000621756 - TICAM1,ENST00000342951 - PSG5,ENST00000637521 - STXBP1
ENST00000515069 - PLK4,ENST00000489890 - MOSPD1,,ENST00000471844 - ARNT,ENST00000467923 - CDS2,ENST00000290341 - IGF2BP1,ENST00000398499 - ZBTB21,ENST00000455111 - GPC1,ENST00000513319 - LOX,ENST00000579039 - NCOA4,ENST00000545284 - COPA,ENST00000520953 - SREK1,ENST00000395934 - ELP4
ENST00000593466 - DDA1,ENST00000434623 - PALM2AKAP2,,ENST00000620248 - BCL10,ENST00000462023 - NFE2L2,ENST00000444092 - HDLBP,ENST00000509883 - ZBTB38,ENST00000455773 - CDC123,ENST00000558964 - NEO1,ENST00000407356 - PSG5,ENST00000447480 - TRIM4,ENST00000520813 - EIF3H,ENST00000455050 - PIGT
